KONAMI ID,レアリティ,カード名,リンク
4092,N,バロックス,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4092
4093,N,ダーク・キメラ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4093
4094,N,メタル・ガーディアン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4094
4095,R,カタパルト・タートル,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4095
4096,N,逆転の女神,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4096
4097,N,ケンタウロス,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4097
4098,N,ミノケンタウロス,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4098
4099,N,鎧武者斬鬼,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4099
4100,N,地を這うドラゴン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4100
4101,N,マーダーサーカス,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4101
4102,N,鎧武者ゾンビ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4102
4103,N,ドラゴン・ゾンビ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4103
4104,N,マーダーサーカス・ゾンビ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4104
4105,N,ゴースト王-パンプキング-,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4105
4106,N,格闘戦士アルティメーター,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4106
4107,N,邪炎の翼,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4107
4108,R,闇の仮面,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4108
4109,N,転職の魔鏡,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4109
4110,N,黒魔族のカーテン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4110
4111,N,トモザウルス,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4111
4112,N,風の精霊,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4112
4113,N,シャドウ・ファイター,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4113
4114,N,手招きする墓場,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4114
4115,R,心眼の女神,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4115
4116,N,東方の英雄,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4116
4117,N,死の沈黙の天使 ドマ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4117
4118,N,命を食する者,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4118
4119,N,ダーク・グレイ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4119
4120,N,白い泥棒,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4120
4121,N,カオス・ウィザード,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4121
4122,N,ナイトメア・スコーピオン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4122
4123,N,本の精霊 ホーク・ビショップ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4123
4124,N,物陰の協力者,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4124
4125,N,地獄の裁判,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4125
4126,N,ドリーム・ピエロ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4126
4127,N,眠れる獅子,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4127
4128,N,ヤマタノ竜絵巻,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4128
4129,N,ダーク・プラント,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4129
4130,N,アイアン・ハート,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4130
4131,N,セイント・バード,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4131
4132,N,戦いの神 オリオン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4132
4133,N,アサシン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4133
4134,N,ラムーン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4134
4135,N,眠り子,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4135
4136,N,ウェザー・コントロール,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4136
4137,N,オクトバーサー,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4137
4138,N,13人目の埋葬者,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4138
4139,N,炎の騎士 キラー,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4139
4140,N,聖なる鎖,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4140
4141,N,死者の腕,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4141
4142,N,魔人デスサタン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4142
4143,N,なぞの手,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4143
4144,N,竜魂の石像,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4144
4145,N,青眼の銀ゾンビ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4145
4146,N,トードマスター,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4146
4147,N,デビルツムリ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4147
4148,N,炎を操る者,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4148
4149,N,時の魔人 ネクロランサ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4149
4150,N,風の番人 ジン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4150
4151,N,魅惑の怪盗,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4151
4152,N,髑髏の寺院,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4152
4153,N,モンスター・エッグ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4153
4154,N,闇を司る影,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4154
4155,N,ランプの魔人,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4155
4156,N,カクタス,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4156
4157,N,赤き剣のライムンドス,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4157
4158,N,とろける赤き影,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4158
4159,N,死神のドクロイゾ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4159
4160,N,ファイヤー・デビル,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4160
4161,N,ラーバス,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4161
4162,N,ハードアーマー,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4162
4163,N,火炎草,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4163
4164,N,マンイーター,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4164
4165,N,ディッグ・ビーク,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4165
4166,N,マグネッツ1号,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4166
4167,N,マグネッツ2号,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4167
4168,N,悪魔の知恵,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4168
4169,N,サファイヤ・リサーク,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4169
4170,N,ゼミアの神,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4170
4171,N,ジャジメント・ザ・ハンド,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4171
4172,N,謎の傀儡師,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4172
4173,N,太古の壺,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4173
4174,R,暗黒火炎龍,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4174
4175,N,深淵の冥王,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4175
4176,N,ハープの精,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4176
4177,N,大王目玉,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4177
4178,N,アーメイル,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4178
4179,N,ダーク・プリズナー,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4179
4180,N,ハリケル,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4180
4181,N,魔天老,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4181
4182,N,ファイヤー・アイ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4182
4183,N,モンスタートル,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4183
4184,N,キラー・ザ・クロー,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4184
4185,N,サターナ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4185
4186,N,アルラウネ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4186
4187,N,ダークシェイド,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4187
4188,N,仮面道化,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4188
4189,N,ホーリー・パワー,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4189
4190,N,ジャグラー,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4190
4191,N,コピックス,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4191
4192,N,ミラージュ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4192
4193,N,ヘルゲート・ディーグ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4193
4194,N,ファランクス,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4194
4195,R,フュージョニスト,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4195
4196,N,レッド・エース,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4196
4197,N,ララ・ライウーン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4197
4198,N,キーメイス,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4198
4199,N,タートル・タイガー,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4199
4200,N,魔人 テラ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4200
4201,N,ドローン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4201
4202,N,アンモ・ナイト,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4202
4203,N,ゾンビランプ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4203
4204,N,ハッピー・ラヴァー,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4204
4205,N,ペンギン・ナイト,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4205
4206,N,プチリュウ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4206
4207,N,キラーパンダ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4207
4208,N,デーモン・ビーバー,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4208
4209,N,ゴースト,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4209
4210,N,マキャノン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4210
4211,N,ドローバ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4211
4212,N,グロス,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4212
4213,N,スピック,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4213
4214,N,プチテンシ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4214
4215,N,ダークキラー,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4215
4216,N,スティング,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4216
4217,N,サンダー・キッズ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4217
4218,N,バビロン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4218
4219,R,アクア・マドール,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4219
4220,N,紫炎の影武者,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4220
4221,R,フレイム・ゴースト,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4221
4222,N,ドリアード,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4222
4223,UR,ブラック・デーモンズ・ドラゴン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4223
4224,N,二つの口を持つ闇の支配者,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4224
4225,N,ソリテュード,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4225
4226,R,仮面魔道士,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4226
4227,N,蜘蛛男,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4227
4228,N,ミッドナイト・デビル,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4228
4229,N,轟きの大海蛇,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4229
4230,N,トラップ・マスター,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4230
4231,N,呪われし魔剣,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4231
4232,N,デス・ストーカー,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4232
4233,N,ヒトデンチャク,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4233
4234,N,森の屍,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4234
4235,N,命の砂時計,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4235
4236,N,レア・フィッシュ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4236
4237,N,ウッド・ジョーカー,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4237
4238,N,魔人銃,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4238
4239,N,暗黒魔神 ナイトメア,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4239
4240,N,斬首の美女,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4240
4241,N,森の住人 ウダン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4241
4242,N,冥界の番人,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4242
4243,N,はにわ,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4243
4244,N,ヤシの木,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4244
4245,N,ヴィシュワ・ランディー,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4245
4246,N,デス・フット,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4246
4247,N,闇の暗殺者,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4247
4248,N,運命のろうそく,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4248
4249,N,ウォーター・エレメント,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4249
4250,N,マグマン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4250
4251,N,D・ナポレオン,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4251
4252,N,魂を狩る者,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4252
4253,N,ルート・ウォーター,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4253
4254,N,マスター・アン・エキスパート,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4254
4255,N,水の踊り子,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4255
4256,N,氷,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4256
4257,N,恍惚の人魚,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4257
4258,N,キャッツ・フェアリー,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4258
4259,N,エンジェル・魔女,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4259
4260,N,未熟な悪魔,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4260
4261,N,プリヴェント・ラット,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4261
4262,R,異次元の戦士,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4262
4263,N,ストーン・アルマジラー,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4263
4264,R,沼地の魔獣王,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4264
4265,N,古代魔導士,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4265
4266,N,月の女神 エルザェム,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4266
4267,N,悪魔の鏡,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4267
4268,N,アイルの小剣士,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4268
4269,N,ウォー・アース,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4269
